sampleID,DateTime,Site,Type,DOC_mgL,ions_uM,NH4_mgNL,SRP_ugL,TC_mgL,TDP_ugL,TN_mgNL,Chloride_mgL,NO3_mgNL,Sample_date,Event_date,Time,stage,Lability,ISCO_numberofbottles,Grab,Pre_Post,Temp_C,mmHG,DO_SAT,DO_mgL,SPC,SiteName,lat,lon,Location,Description,burn,trib_main,eventID,time_at_peak,Gageheight_ft,Peak_cfs,method,sampDateTime,peakDateTime
164,8/13/21 22:45,SS,ISCO,NA,NA,0.214,46.4,NA,NA,NA,NA,NA,8/13/21,8/12/21,,flood,,NA,,,NA,NA,NA,NA,NA,SS Ranch,33.753506,-111.505879,"33.753506, -111.505879 (ISCO); 33.753265, -111.506448 (sensors)",below burn main stem,burned,mainstem,15,6:15,11.15,6440,Gage height and peak are crude measurments taken from usgs graph,8/13/21 6:15,8/12/21 6:15
174,8/13/21 22:45,SS,ISCO,NA,NA,NA,49,NA,NA,NA,NA,NA,8/13/21,8/12/21,,flood,,NA,,,NA,NA,NA,NA,NA,SS Ranch,33.753506,-111.505879,"33.753506, -111.505879 (ISCO); 33.753265, -111.506448 (sensors)",below burn main stem,burned,mainstem,15,6:15,11.15,6440,Gage height and peak are crude measurments taken from usgs graph,8/13/21 6:15,8/12/21 6:15
174,8/14/21 1:15,SS,ISCO,NA,NA,0.286,NA,NA,NA,NA,NA,NA,8/14/21,8/14/21,,flood,no,21,yes,post,28.9,705.3,96.8,6.95,393.3,SS Ranch,33.753506,-111.505879,"33.753506, -111.505879 (ISCO); 33.753265, -111.506448 (sensors)",below burn main stem,burned,mainstem,16,1:25,2.19,328,Gage height and peak are crude measurments taken from usgs graph,8/14/21 1:25,8/14/21 1:25
18,9/1/21 10:14,RC,ISCO,NA,NA,0.0259,235,NA,NA,NA,NA,NA,9/1/21,9/1/21,12:15,flood,yes,18,yes,post,NA,NA,NA,NA,NA,Rock Creek,33.730505,-111.508744,"33.730505, -111.508744",burned tributary,burned,tributary,20,4:45,3.57,993,Gage height and peak are crude measurments taken from usgs graph,9/1/21 4:45,9/1/21 4:45
184,8/14/21 10:12,SS,ISCO,NA,NA,0.116,218,NA,NA,NA,NA,NA,8/14/21,8/14/21,,flood,no,21,yes,post,28.9,705.3,96.8,6.95,393.3,SS Ranch,33.753506,-111.505879,"33.753506, -111.505879 (ISCO); 33.753265, -111.506448 (sensors)",below burn main stem,burned,mainstem,16,1:25,2.19,328,Gage height and peak are crude measurments taken from usgs graph,8/14/21 1:25,8/14/21 1:25
185,8/13/21 22:17,RC,ISCO,NA,NA,0.456,48.6,NA,NA,NA,NA,NA,8/13/21,8/12/21,,flood,,NA,,,NA,NA,NA,NA,NA,Rock Creek,33.730505,-111.508744,"33.730505, -111.508744",burned tributary,burned,tributary,15,6:15,11.15,6440,Gage height and peak are crude measurments taken from usgs graph,8/13/21 6:15,8/12/21 6:15
19,9/1/21 2:48,CC,ISCO,NA,NA,0.07885,41.3,NA,NA,NA,NA,NA,9/1/21,9/1/21,10:20,flood,yes,15,yes,post,NA,NA,NA,NA,NA,Camp,33.760368,-111.502611,"33.760368, -111.502611",burned tributary,burned,tributary,20,4:45,3.57,993,Gage height and peak are crude measurments taken from usgs graph,9/1/21 4:45,9/1/21 4:45
192,8/14/21 0:31,RC,ISCO,NA,NA,0.0901,47.4,NA,NA,NA,NA,NA,8/14/21,8/14/21,,flood,no,15,yes,post,25.4,706,92.7,7.15,274.4,Rock Creek,33.730505,-111.508744,"33.730505, -111.508744",burned tributary,burned,tributary,16,1:25,2.19,328,Gage height and peak are crude measurments taken from usgs graph,8/14/21 1:25,8/14/21 1:25
199,8/14/21 4:01,RC,ISCO,NA,NA,0.0387,429,NA,NA,NA,NA,NA,8/14/21,8/14/21,,flood,no,15,yes,post,25.4,706,92.7,7.15,274.4,Rock Creek,33.730505,-111.508744,"33.730505, -111.508744",burned tributary,burned,tributary,16,1:25,2.19,328,Gage height and peak are crude measurments taken from usgs graph,8/14/21 1:25,8/14/21 1:25
200,8/14/21 12:00,MW,GRAB,NA,NA,0.0996,308,NA,NA,NA,NA,NA,8/14/21,8/14/21,,flood,no,NA,yes,post,31.7,706.8,90.6,6.18,345.2,Mesquite Wash,33.728768,-111.511035,"33.728768, -111.511035",below burn main stem,burned,mainstem,16,1:25,2.19,328,Gage height and peak are crude measurments taken from usgs graph,8/14/21 1:25,8/14/21 1:25
201,8/12/21 8:56,CC,ISCO,NA,NA,0.004395,288.5,NA,NA,NA,NA,NA,8/12/21,8/12/21,8:48,flood,yes,NA,yes,post,23.4,703.6,97.7,7.7,148.3,Camp,33.760368,-111.502611,"33.760368, -111.502611",burned tributary,burned,tributary,15,6:15,11.15,6440,Gage height and peak are crude measurments taken from usgs graph,8/12/21 6:15,8/12/21 6:15
212,8/12/21 11:40,CC,ISCO,NA,NA,0.0297,371.5,NA,NA,NA,NA,NA,8/12/21,8/12/21,8:48,flood,yes,NA,yes,post,23.4,703.6,97.7,7.7,148.3,Camp,33.760368,-111.502611,"33.760368, -111.502611",burned tributary,burned,tributary,15,6:15,11.15,6440,Gage height and peak are crude measurments taken from usgs graph,8/12/21 6:15,8/12/21 6:15
223,8/12/21 22:56,CC,ISCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/12/21,8/12/21,8:48,flood,yes,NA,yes,post,23.4,703.6,97.7,7.7,148.3,Camp,33.760368,-111.502611,"33.760368, -111.502611",burned tributary,burned,tributary,15,6:15,11.15,6440,Gage height and peak are crude measurments taken from usgs graph,8/12/21 6:15,8/12/21 6:15
224,8/18/21 12:00,SS,GRAB,NA,NA,0.10185,192,NA,NA,NA,NA,NA,8/18/21,8/18/21,11:30,flood,yes,NA,yes,post,NA,NA,NA,NA,NA,SS Ranch,33.753506,-111.505879,"33.753506, -111.505879 (ISCO); 33.753265, -111.506448 (sensors)",below burn main stem,burned,mainstem,19,17:20,11.77,7880,Gage height and peak are crude measurments taken from usgs graph,8/18/21 17:20,8/18/21 17:20
225,8/14/21 12:00,NS,GRAB,NA,NA,0.075473333,47.25,NA,NA,NA,NA,NA,8/14/21,NA,,baseflow,yes,NA,yes,pre,NA,NA,NA,NA,NA,North Sycamore,NA,NA,NA,above burn main stem,unburned,mainstem,NA,NA,NA,NA,NA,NA,NA
226,7/31/21 12:00,SS,GRAB,NA,NA,0.198,377.5,NA,NA,NA,NA,NA,7/31/21,7/31/21,9:45,flood,no,NA,yes,post,28.7,704.7,79.1,5.65,188.4,SS Ranch,33.753506,-111.505879,"33.753506, -111.505879 (ISCO); 33.753265, -111.506448 (sensors)",below burn main stem,burned,mainstem,12,0:15,1.22,67,Gage height and peak are crude measurments taken from usgs graph,7/31/21 0:15,7/31/21 0:15
227,7/31/21 1:42,BMW,ISCO,NA,NA,0.031,45.2,NA,NA,NA,NA,NA,7/31/21,7/31/21,10:55,flood,no,19,yes,post,26.1,707,NA,NA,470.95,Below Mesquite Wash,33.732297,-111.519353,"33.732297, -111.519353  (ISCO);  33.731558, -111.522387 (Sensors)",below burn main stem,burned,mainstem,12,0:15,1.22,67,Gage height and peak are crude measurments taken from usgs graph,7/31/21 0:15,7/31/21 0:15
235,7/31/21 3:42,BMW,ISCO,NA,NA,0.6145,234,NA,NA,NA,NA,NA,7/31/21,7/31/21,10:55,flood,no,19,yes,post,26.1,707,NA,NA,470.95,Below Mesquite Wash,33.732297,-111.519353,"33.732297, -111.519353  (ISCO);  33.731558, -111.522387 (Sensors)",below burn main stem,burned,mainstem,12,0:15,1.22,67,Gage height and peak are crude measurments taken from usgs graph,7/31/21 0:15,7/31/21 0:15
243.7611255,7/31/21 10:42,BMW,ISCO,NA,NA,0.283,120,NA,NA,NA,NA,NA,7/31/21,7/31/21,10:55,flood,no,19,yes,post,26.1,707,NA,NA,470.95,Below Mesquite Wash,33.732297,-111.519353,"33.732297, -111.519353  (ISCO);  33.731558, -111.522387 (Sensors)",below burn main stem,burned,mainstem,12,0:15,1.22,67,Gage height and peak are crude measurments taken from usgs graph,7/31/21 0:15,7/31/21 0:15
244.2795671,7/31/21 10:42,BMW,ISCO,NA,NA,0.291,149,NA,NA,NA,NA,NA,7/31/21,7/31/21,10:55,flood,no,19,yes,post,26.1,707,NA,NA,470.95,Below Mesquite Wash,33.732297,-111.519353,"33.732297, -111.519353  (ISCO);  33.731558, -111.522387 (Sensors)",below burn main stem,burned,mainstem,12,0:15,1.22,67,Gage height and peak are crude measurments taken from usgs graph,7/31/21 0:15,7/31/21 0:15
244.7980087,7/26/21 12:00,BMW,GRAB,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/26/21,7/25/21,,flood,no,NA,yes,post,NA,NA,NA,NA,NA,Below Mesquite Wash,33.732297,-111.519353,"33.732297, -111.519353  (ISCO);  33.731558, -111.522387 (Sensors)",below burn main stem,burned,mainstem,11,15:00,6.4,2950,Gage height and peak are crude measurments taken from usgs graph,7/26/21 15:00,7/25/21 15:00
245.3164502,7/26/21 12:00,BMW,GRAB,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/26/21,7/25/21,,flood,no,NA,yes,post,NA,NA,NA,NA,NA,Below Mesquite Wash,33.732297,-111.519353,"33.732297, -111.519353  (ISCO);  33.731558, -111.522387 (Sensors)",below burn main stem,burned,mainstem,11,15:00,6.4,2950,Gage height and peak are crude measurments taken from usgs graph,7/26/21 15:00,7/25/21 15:00
245.8348918,7/25/21 16:20,CC,ISCO,NA,NA,0.131,552,NA,NA,NA,NA,NA,7/25/21,7/25/21,16:30,flood,yes,NA,yes,post,23.3,702,93.9,7.39,168,Camp,33.760368,-111.502611,"33.760368, -111.502611",burned tributary,burned,tributary,11,15:00,6.4,2950,Gage height and peak are crude measurments taken from usgs graph,7/25/21 15:00,7/25/21 15:00
246,7/25/21 16:20,CC,ISCO,NA,NA,NA,45.15,NA,NA,NA,NA,NA,7/25/21,7/25/21,16:30,flood,yes,NA,yes,post,23.3,702,93.9,7.39,168,Camp,33.760368,-111.502611,"33.760368, -111.502611",burned tributary,burned,tributary,11,15:00,6.4,2950,Gage height and peak are crude measurments taken from usgs graph,7/25/21 15:00,7/25/21 15:00
246.3533333,7/25/21 16:20,CC,ISCO,NA,NA,0.131,570,NA,NA,NA,NA,NA,7/25/21,7/25/21,16:30,flood,yes,NA,yes,post,23.3,702,93.9,7.39,168,Camp,33.760368,-111.502611,"33.760368, -111.502611",burned tributary,burned,tributary,11,15:00,6.4,2950,Gage height and peak are crude measurments taken from usgs graph,7/25/21 15:00,7/25/21 15:00
25,9/1/21 4:18,CC,ISCO,NA,NA,0.0314,243,NA,NA,NA,NA,NA,9/1/21,9/1/21,10:20,flood,yes,15,yes,post,NA,NA,NA,NA,NA,Camp,33.760368,-111.502611,"33.760368, -111.502611",burned tributary,burned,tributary,20,4:45,3.57,993,Gage height and peak are crude measurments taken from usgs graph,9/1/21 4:45,9/1/21 4:45
256.9278035,7/25/21 19:05,CC,ISCO,NA,NA,0.0536,436,NA,NA,NA,NA,NA,7/25/21,7/25/21,16:30,flood,yes,NA,yes,post,23.3,702,93.9,7.39,168,Camp,33.760368,-111.502611,"33.760368, -111.502611",burned tributary,burned,tributary,11,15:00,6.4,2950,Gage height and peak are crude measurments taken from usgs graph,7/25/21 15:00,7/25/21 15:00
257,7/25/21 19:05,CC,ISCO,NA,NA,0.0455,368,NA,NA,NA,NA,NA,7/25/21,7/25/21,16:30,flood,yes,NA,yes,post,23.3,702,93.9,7.39,168,Camp,33.760368,-111.502611,"33.760368, -111.502611",burned tributary,burned,tributary,11,15:00,6.4,2950,Gage height and peak are crude measurments taken from usgs graph,7/25/21 15:00,7/25/21 15:00
267.6388342,7/26/21 5:20,CC,ISCO,NA,NA,0.0665,317,NA,NA,NA,NA,NA,7/26/21,7/25/21,10:30,flood,no,24,yes,post,NA,NA,NA,NA,NA,Camp,33.760368,-111.502611,"33.760368, -111.502611",burned tributary,burned,tributary,11,15:00,6.4,2950,Gage height and peak are crude measurments taken from usgs graph,7/26/21 15:00,7/25/21 15:00
268.1608,7/26/21 5:20,CC,ISCO,NA,NA,0.0707,308,NA,NA,NA,NA,NA,7/26/21,7/25/21,10:30,flood,no,24,yes,post,NA,NA,NA,NA,NA,Camp,33.760368,-111.502611,"33.760368, -111.502611",burned tributary,burned,tributary,11,15:00,6.4,2950,Gage height and peak are crude measurments taken from usgs graph,7/26/21 15:00,7/25/21 15:00
268.6827659,7/26/21 6:20,CC,ISCO,NA,NA,0.102,300,NA,NA,NA,NA,NA,7/26/21,7/25/21,10:30,flood,no,24,yes,post,NA,NA,NA,NA,NA,Camp,33.760368,-111.502611,"33.760368, -111.502611",burned tributary,burned,tributary,11,15:00,6.4,2950,Gage height and peak are crude measurments taken from usgs graph,7/26/21 15:00,7/25/21 15:00
269.2047317,7/26/21 6:20,CC,ISCO,NA,NA,0.0996,335,NA,NA,NA,NA,NA,7/26/21,7/25/21,10:30,flood,no,24,yes,post,NA,NA,NA,NA,NA,Camp,33.760368,-111.502611,"33.760368, -111.502611",burned tributary,burned,tributary,11,15:00,6.4,2950,Gage height and peak are crude measurments taken from usgs graph,7/26/21 15:00,7/25/21 15:00
269.7266975,7/25/21 16:35,SS,ISCO,NA,NA,0.09615,419.5,NA,NA,NA,NA,NA,7/25/21,7/25/21,17:08,flood,no,NA,yes,post,NA,NA,NA,NA,NA,SS Ranch,33.753506,-111.505879,"33.753506, -111.505879 (ISCO); 33.753265, -111.506448 (sensors)",below burn main stem,burned,mainstem,11,15:00,6.4,2950,Gage height and peak are crude measurments taken from usgs graph,7/25/21 15:00,7/25/21 15:00
273.9024243,7/25/21 17:35,SS,ISCO,NA,NA,0.17,635,NA,NA,NA,NA,NA,7/25/21,7/25/21,17:08,flood,no,NA,yes,post,NA,NA,NA,NA,NA,SS Ranch,33.753506,-111.505879,"33.753506, -111.505879 (ISCO); 33.753265, -111.506448 (sensors)",below burn main stem,burned,mainstem,11,15:00,6.4,2950,Gage height and peak are crude measurments taken from usgs graph,7/25/21 15:00,7/25/21 15:00
274,7/25/21 17:35,SS,ISCO,NA,NA,NA,47.85,NA,NA,NA,NA,NA,7/25/21,7/25/21,17:08,flood,no,NA,yes,post,NA,NA,NA,NA,NA,SS Ranch,33.753506,-111.505879,"33.753506, -111.505879 (ISCO); 33.753265, -111.506448 (sensors)",below burn main stem,burned,mainstem,11,15:00,6.4,2950,Gage height and peak are crude measurments taken from usgs graph,7/25/21 15:00,7/25/21 15:00
274.4243901,7/25/21 17:35,SS,ISCO,NA,NA,0.179,636,NA,NA,NA,NA,NA,7/25/21,7/25/21,17:08,flood,no,NA,yes,post,NA,NA,NA,NA,NA,SS Ranch,33.753506,-111.505879,"33.753506, -111.505879 (ISCO); 33.753265, -111.506448 (sensors)",below burn main stem,burned,mainstem,11,15:00,6.4,2950,Gage height and peak are crude measurments taken from usgs graph,7/25/21 15:00,7/25/21 15:00
279,7/25/21 18:50,SS,ISCO,NA,NA,0.08645,46.55,NA,NA,NA,NA,NA,7/25/21,7/25/21,17:08,flood,no,NA,yes,post,NA,NA,NA,NA,NA,SS Ranch,33.753506,-111.505879,"33.753506, -111.505879 (ISCO); 33.753265, -111.506448 (sensors)",below burn main stem,burned,mainstem,11,15:00,6.4,2950,Gage height and peak are crude measurments taken from usgs graph,7/25/21 15:00,7/25/21 15:00
280,7/25/21 13:25,RC,ISCO,NA,NA,0.0406,246,NA,NA,NA,NA,NA,7/25/21,7/25/21,17:56,flood,no,NA,yes,post,25,703.6,90.6,6.91,137.6,Rock Creek,33.730505,-111.508744,"33.730505, -111.508744",burned tributary,burned,tributary,11,15:00,6.4,2950,Gage height and peak are crude measurments taken from usgs graph,7/25/21 15:00,7/25/21 15:00
291,7/25/21 16:09,RC,ISCO,NA,NA,0.02745,50.6,NA,NA,NA,NA,NA,7/25/21,7/25/21,17:56,flood,no,NA,yes,post,25,703.6,90.6,6.91,137.6,Rock Creek,33.730505,-111.508744,"33.730505, -111.508744",burned tributary,burned,tributary,11,15:00,6.4,2950,Gage height and peak are crude measurments taken from usgs graph,7/25/21 15:00,7/25/21 15:00
303,7/26/21 4:09,RC,ISCO,NA,NA,0.161,53.15,NA,NA,NA,NA,NA,7/26/21,7/25/21,8:30,flood,no,24,yes,post,NA,NA,NA,NA,NA,Rock Creek,33.730505,-111.508744,"33.730505, -111.508744",burned tributary,burned,tributary,11,15:00,6.4,2950,Gage height and peak are crude measurments taken from usgs graph,7/26/21 15:00,7/25/21 15:00
304,7/25/21 15:21,MW,ISCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/25/21,7/25/21,17:30,flood,no,NA,yes,post,24.2,703.9,89.8,6.98,200,Mesquite Wash,33.728768,-111.511035,"33.728768, -111.511035",below burn main stem,burned,mainstem,11,15:00,6.4,2950,Gage height and peak are crude measurments taken from usgs graph,7/25/21 15:00,7/25/21 15:00
316,7/25/21 18:13,MW,ISCO,NA,NA,0.0742,43.65,NA,NA,NA,NA,NA,7/25/21,7/25/21,17:30,flood,no,NA,yes,post,24.2,703.9,89.8,6.98,200,Mesquite Wash,33.728768,-111.511035,"33.728768, -111.511035",below burn main stem,burned,mainstem,11,15:00,6.4,2950,Gage height and peak are crude measurments taken from usgs graph,7/25/21 15:00,7/25/21 15:00
320,7/26/21 5:13,MW,ISCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/26/21,7/25/21,11:25,flood,no,17,yes,post,NA,NA,NA,NA,NA,Mesquite Wash,33.728768,-111.511035,"33.728768, -111.511035",below burn main stem,burned,mainstem,11,15:00,6.4,2950,Gage height and peak are crude measurments taken from usgs graph,7/26/21 15:00,7/25/21 15:00
321,8/19/21 0:07,CC,ISCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/19/21,8/18/21,11:39,flood,no,24,no,post,30.3,700.6,99.4,6.88,244.1,Camp,33.760368,-111.502611,"33.760368, -111.502611",burned tributary,burned,tributary,19,17:20,11.77,7880,Gage height and peak are crude measurments taken from usgs graph,8/19/21 17:20,8/18/21 17:20
322,8/18/21 14:37,CC,ISCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/18/21,8/18/21,,flood,,NA,,,NA,NA,NA,NA,NA,Camp,33.760368,-111.502611,"33.760368, -111.502611",burned tributary,burned,tributary,19,17:20,11.77,7880,Gage height and peak are crude measurments taken from usgs graph,8/18/21 17:20,8/18/21 17:20
323,7/22/21 22:10,RC,ISCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/22/21,7/22/21,,flood,,NA,,,NA,NA,NA,NA,NA,Rock Creek,33.730505,-111.508744,"33.730505, -111.508744",burned tributary,burned,tributary,7,1:25,0.94,86.6,Gage height and peak are crude measurments taken from usgs graph,7/22/21 1:25,7/22/21 1:25
328,7/23/21 0:54,RC,ISCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/23/21,7/22/21,,flood,,NA,,,NA,NA,NA,NA,NA,Rock Creek,33.730505,-111.508744,"33.730505, -111.508744",burned tributary,burned,tributary,7,1:25,0.94,86.6,Gage height and peak are crude measurments taken from usgs graph,7/23/21 1:25,7/22/21 1:25
33,9/1/21 8:48,CC,ISCO,NA,NA,0.0331,224,NA,NA,NA,NA,NA,9/1/21,9/1/21,10:20,flood,yes,15,yes,post,NA,NA,NA,NA,NA,Camp,33.760368,-111.502611,"33.760368, -111.502611",burned tributary,burned,tributary,20,4:45,3.57,993,Gage height and peak are crude measurments taken from usgs graph,9/1/21 4:45,9/1/21 4:45
334,7/24/21 8:09,RC,ISCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/24/21,7/23/21,9:15,flood,yes,12,yes,post,23.8,706.4,91.8,7.2,76.1,Rock Creek,33.730505,-111.508744,"33.730505, -111.508744",burned tributary,burned,tributary,9,20:45,1.94,335,Gage height and peak are crude measurments taken from usgs graph,7/24/21 20:45,7/23/21 20:45
335,7/24/21 12:00,RC,GRAB,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/24/21,7/23/21,9:15,flood,yes,12,yes,post,23.8,706.4,91.8,7.2,76.1,Rock Creek,33.730505,-111.508744,"33.730505, -111.508744",burned tributary,burned,tributary,9,20:45,1.94,335,Gage height and peak are crude measurments taken from usgs graph,7/24/21 20:45,7/23/21 20:45
336,7/25/21 12:00,RC,GRAB,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/25/21,7/25/21,17:56,flood,no,NA,yes,post,25,703.6,90.6,6.91,137.6,Rock Creek,33.730505,-111.508744,"33.730505, -111.508744",burned tributary,burned,tributary,11,15:00,6.4,2950,Gage height and peak are crude measurments taken from usgs graph,7/25/21 15:00,7/25/21 15:00
337,7/14/21 12:00,RV,GRAB,NA,NA,1.595,59.9,NA,NA,NA,NA,NA,7/14/21,7/14/21,8:36,flood,yes,NA,yes,post,24.1,699.3,76,5.86,127.65,Round Valley,33.796406,-111.494732,"33.796406, -111.494732",below burn main stem,burned,mainstem,6,,NA,NA,Gage height and peak are crude measurments taken from usgs graph,NA,NA
338,7/23/21 12:00,RV,GRAB,NA,NA,0.5745,55.75,NA,NA,NA,NA,NA,7/23/21,7/22/21,,flood,,NA,,,NA,NA,NA,NA,NA,Round Valley,33.796406,-111.494732,"33.796406, -111.494732",below burn main stem,burned,mainstem,7,1:25,0.94,86.6,Gage height and peak are crude measurments taken from usgs graph,7/23/21 1:25,7/22/21 1:25
339,7/24/21 12:00,RV,GRAB,NA,NA,0.1375,280.5,NA,NA,NA,NA,NA,7/24/21,7/23/21,,flood,,NA,,,NA,NA,NA,NA,NA,Round Valley,33.796406,-111.494732,"33.796406, -111.494732",below burn main stem,burned,mainstem,9,20:45,1.94,335,Gage height and peak are crude measurments taken from usgs graph,7/24/21 20:45,7/23/21 20:45
340,7/25/21 12:00,RV,GRAB,NA,NA,0.09075,48.25,NA,NA,NA,NA,NA,7/25/21,7/25/21,15:20,flood,no,NA,yes,post,23.5,697,89.4,6.97,198.4,Round Valley,33.796406,-111.494732,"33.796406, -111.494732",below burn main stem,burned,mainstem,11,15:00,6.4,2950,Gage height and peak are crude measurments taken from usgs graph,7/25/21 15:00,7/25/21 15:00
341,7/24/21 12:00,BMW,GRAB,NA,NA,0.0422,289,NA,NA,NA,NA,NA,7/24/21,7/23/21,12:05,flood,no,NA,yes,post,24.1,707.5,85.9,6.71,310,Below Mesquite Wash,33.732297,-111.519353,"33.732297, -111.519353  (ISCO);  33.731558, -111.522387 (Sensors)",below burn main stem,burned,mainstem,9,20:45,1.94,335,Gage height and peak are crude measurments taken from usgs graph,7/24/21 20:45,7/23/21 20:45
342,7/25/21 12:00,CC,GRAB,NA,NA,0.1975,40.6,NA,NA,NA,NA,NA,7/25/21,7/25/21,16:30,flood,yes,NA,yes,post,23.3,702,93.9,7.39,168,Camp,33.760368,-111.502611,"33.760368, -111.502611",burned tributary,burned,tributary,11,15:00,6.4,2950,Gage height and peak are crude measurments taken from usgs graph,7/25/21 15:00,7/25/21 15:00
343,7/23/21 2:06,MW,ISCO,NA,NA,0.0504,40.1,NA,NA,NA,NA,NA,7/23/21,7/22/21,,flood,,NA,,,NA,NA,NA,NA,NA,Mesquite Wash,33.728768,-111.511035,"33.728768, -111.511035",below burn main stem,burned,mainstem,7,1:25,0.94,86.6,Gage height and peak are crude measurments taken from usgs graph,7/23/21 1:25,7/22/21 1:25
